intercept,displacement,cylinders,horsepower,weight,acceleration,model_year,origin_1,origin_2,origin_3,displacement x displacement,displacement x cylinders,displacement x horsepower,displacement x weight,displacement x acceleration,displacement x model_year,displacement x origin_1,displacement x origin_2,displacement x origin_3,cylinders x cylinders,cylinders x horsepower,cylinders x weight,cylinders x acceleration,cylinders x model_year,cylinders x origin_1,cylinders x origin_2,cylinders x origin_3,horsepower x horsepower,horsepower x weight,horsepower x acceleration,horsepower x model_year,horsepower x origin_1,horsepower x origin_2,horsepower x origin_3,weight x weight,weight x acceleration,weight x model_year,weight x origin_1,weight x origin_2,weight x origin_3,acceleration x acceleration,acceleration x model_year,acceleration x origin_1,acceleration x origin_2,acceleration x origin_3,model_year x model_year,model_year x origin_1,model_year x origin_2,model_year x origin_3,mpg
1,232.0,6,100.0,3288,15.5,71,1,0,0,53824.0,1392.0,23200.0,762816.0,3596.0,16472.0,232.0,0.0,0.0,36,600.0,19728,93.0,426,6,0,0,10000.0,328800.0,1550.0,7100.0,100.0,0.0,0.0,10810944,50964.0,233448,3288,0,0,240.25,1100.5,15.5,0.0,0.0,5041,71,0,0,18.0
1,350.0,8,165.0,4209,12.0,71,1,0,0,122500.0,2800.0,57750.0,1473150.0,4200.0,24850.0,350.0,0.0,0.0,64,1320.0,33672,96.0,568,8,0,0,27225.0,694485.0,1980.0,11715.0,165.0,0.0,0.0,17715681,50508.0,298839,4209,0,0,144.0,852.0,12.0,0.0,0.0,5041,71,0,0,14.0
1,400.0,8,175.0,4464,11.5,71,1,0,0,160000.0,3200.0,70000.0,1785600.0,4600.0,28400.0,400.0,0.0,0.0,64,1400.0,35712,92.0,568,8,0,0,30625.0,781200.0,2012.5,12425.0,175.0,0.0,0.0,19927296,51336.0,316944,4464,0,0,132.25,816.5,11.5,0.0,0.0,5041,71,0,0,14.0
1,351.0,8,153.0,4154,13.5,71,1,0,0,123201.0,2808.0,53703.0,1458054.0,4738.5,24921.0,351.0,0.0,0.0,64,1224.0,33232,108.0,568,8,0,0,23409.0,635562.0,2065.5,10863.0,153.0,0.0,0.0,17255716,56079.0,294934,4154,0,0,182.25,958.5,13.5,0.0,0.0,5041,71,0,0,14.0
1,318.0,8,150.0,4096,13.0,71,1,0,0,101124.0,2544.0,47700.0,1302528.0,4134.0,22578.0,318.0,0.0,0.0,64,1200.0,32768,104.0,568,8,0,0,22500.0,614400.0,1950.0,10650.0,150.0,0.0,0.0,16777216,53248.0,290816,4096,0,0,169.0,923.0,13.0,0.0,0.0,5041,71,0,0,14.0
1,383.0,8,180.0,4955,11.5,71,1,0,0,146689.0,3064.0,68940.0,1897765.0,4404.5,27193.0,383.0,0.0,0.0,64,1440.0,39640,92.0,568,8,0,0,32400.0,891900.0,2070.0,12780.0,180.0,0.0,0.0,24552025,56982.5,351805,4955,0,0,132.25,816.5,11.5,0.0,0.0,5041,71,0,0,12.0
1,400.0,8,170.0,4746,12.0,71,1,0,0,160000.0,3200.0,68000.0,1898400.0,4800.0,28400.0,400.0,0.0,0.0,64,1360.0,37968,96.0,568,8,0,0,28900.0,806820.0,2040.0,12070.0,170.0,0.0,0.0,22524516,56952.0,336966,4746,0,0,144.0,852.0,12.0,0.0,0.0,5041,71,0,0,13.0
1,400.0,8,175.0,5140,12.0,71,1,0,0,160000.0,3200.0,70000.0,2056000.0,4800.0,28400.0,400.0,0.0,0.0,64,1400.0,41120,96.0,568,8,0,0,30625.0,899500.0,2100.0,12425.0,175.0,0.0,0.0,26419600,61680.0,364940,5140,0,0,144.0,852.0,12.0,0.0,0.0,5041,71,0,0,13.0
1,258.0,6,110.0,2962,13.5,71,1,0,0,66564.0,1548.0,28380.0,764196.0,3483.0,18318.0,258.0,0.0,0.0,36,660.0,17772,81.0,426,6,0,0,12100.0,325820.0,1485.0,7810.0,110.0,0.0,0.0,8773444,39987.0,210302,2962,0,0,182.25,958.5,13.5,0.0,0.0,5041,71,0,0,18.0
1,140.0,4,72.0,2408,19.0,71,1,0,0,19600.0,560.0,10080.0,337120.0,2660.0,9940.0,140.0,0.0,0.0,16,288.0,9632,76.0,284,4,0,0,5184.0,173376.0,1368.0,5112.0,72.0,0.0,0.0,5798464,45752.0,170968,2408,0,0,361.0,1349.0,19.0,0.0,0.0,5041,71,0,0,22.0
1,250.0,6,100.0,3282,15.0,71,1,0,0,62500.0,1500.0,25000.0,820500.0,3750.0,17750.0,250.0,0.0,0.0,36,600.0,19692,90.0,426,6,0,0,10000.0,328200.0,1500.0,7100.0,100.0,0.0,0.0,10771524,49230.0,233022,3282,0,0,225.0,1065.0,15.0,0.0,0.0,5041,71,0,0,19.0
1,250.0,6,88.0,3139,14.5,71,1,0,0,62500.0,1500.0,22000.0,784750.0,3625.0,17750.0,250.0,0.0,0.0,36,528.0,18834,87.0,426,6,0,0,7744.0,276232.0,1276.0,6248.0,88.0,0.0,0.0,9853321,45515.5,222869,3139,0,0,210.25,1029.5,14.5,0.0,0.0,5041,71,0,0,18.0
1,122.0,4,86.0,2220,14.0,71,1,0,0,14884.0,488.0,10492.0,270840.0,1708.0,8662.0,122.0,0.0,0.0,16,344.0,8880,56.0,284,4,0,0,7396.0,190920.0,1204.0,6106.0,86.0,0.0,0.0,4928400,31080.0,157620,2220,0,0,196.0,994.0,14.0,0.0,0.0,5041,71,0,0,23.0
1,116.0,4,90.0,2123,14.0,71,0,1,0,13456.0,464.0,10440.0,246268.0,1624.0,8236.0,0.0,116.0,0.0,16,360.0,8492,56.0,284,0,4,0,8100.0,191070.0,1260.0,6390.0,0.0,90.0,0.0,4507129,29722.0,150733,0,2123,0,196.0,994.0,0.0,14.0,0.0,5041,0,71,0,28.0
1,79.0,4,70.0,2074,19.5,71,0,1,0,6241.0,316.0,5530.0,163846.0,1540.5,5609.0,0.0,79.0,0.0,16,280.0,8296,78.0,284,0,4,0,4900.0,145180.0,1365.0,4970.0,0.0,70.0,0.0,4301476,40443.0,147254,0,2074,0,380.25,1384.5,0.0,19.5,0.0,5041,0,71,0,30.0
1,88.0,4,76.0,2065,14.5,71,0,1,0,7744.0,352.0,6688.0,181720.0,1276.0,6248.0,0.0,88.0,0.0,16,304.0,8260,58.0,284,0,4,0,5776.0,156940.0,1102.0,5396.0,0.0,76.0,0.0,4264225,29942.5,146615,0,2065,0,210.25,1029.5,0.0,14.5,0.0,5041,0,71,0,30.0
1,71.0,4,65.0,1773,19.0,71,0,0,1,5041.0,284.0,4615.0,125883.0,1349.0,5041.0,0.0,0.0,71.0,16,260.0,7092,76.0,284,0,0,4,4225.0,115245.0,1235.0,4615.0,0.0,0.0,65.0,3143529,33687.0,125883,0,0,1773,361.0,1349.0,0.0,0.0,19.0,5041,0,0,71,31.0
1,72.0,4,69.0,1613,18.0,71,0,0,1,5184.0,288.0,4968.0,116136.0,1296.0,5112.0,0.0,0.0,72.0,16,276.0,6452,72.0,284,0,0,4,4761.0,111297.0,1242.0,4899.0,0.0,0.0,69.0,2601769,29034.0,114523,0,0,1613,324.0,1278.0,0.0,0.0,18.0,5041,0,0,71,35.0
1,97.0,4,60.0,1834,19.0,71,0,1,0,9409.0,388.0,5820.0,177898.0,1843.0,6887.0,0.0,97.0,0.0,16,240.0,7336,76.0,284,0,4,0,3600.0,110040.0,1140.0,4260.0,0.0,60.0,0.0,3363556,34846.0,130214,0,1834,0,361.0,1349.0,0.0,19.0,0.0,5041,0,71,0,27.0
1,91.0,4,70.0,1955,20.5,71,1,0,0,8281.0,364.0,6370.0,177905.0,1865.5,6461.0,91.0,0.0,0.0,16,280.0,7820,82.0,284,4,0,0,4900.0,136850.0,1435.0,4970.0,70.0,0.0,0.0,3822025,40077.5,138805,1955,0,0,420.25,1455.5,20.5,0.0,0.0,5041,71,0,0,26.0
1,113.0,4,95.0,2278,15.5,72,0,0,1,12769.0,452.0,10735.0,257414.0,1751.5,8136.0,0.0,0.0,113.0,16,380.0,9112,62.0,288,0,0,4,9025.0,216410.0,1472.5,6840.0,0.0,0.0,95.0,5189284,35309.0,164016,0,0,2278,240.25,1116.0,0.0,0.0,15.5,5184,0,0,72,24.0
1,97.5,4,80.0,2126,17.0,72,1,0,0,9506.25,390.0,7800.0,207285.0,1657.5,7020.0,97.5,0.0,0.0,16,320.0,8504,68.0,288,4,0,0,6400.0,170080.0,1360.0,5760.0,80.0,0.0,0.0,4519876,36142.0,153072,2126,0,0,289.0,1224.0,17.0,0.0,0.0,5184,72,0,0,25.0
1,97.0,4,54.0,2254,23.5,72,0,1,0,9409.0,388.0,5238.0,218638.0,2279.5,6984.0,0.0,97.0,0.0,16,216.0,9016,94.0,288,0,4,0,2916.0,121716.0,1269.0,3888.0,0.0,54.0,0.0,5080516,52969.0,162288,0,2254,0,552.25,1692.0,0.0,23.5,0.0,5184,0,72,0,23.0
1,140.0,4,90.0,2408,19.5,72,1,0,0,19600.0,560.0,12600.0,337120.0,2730.0,10080.0,140.0,0.0,0.0,16,360.0,9632,78.0,288,4,0,0,8100.0,216720.0,1755.0,6480.0,90.0,0.0,0.0,5798464,46956.0,173376,2408,0,0,380.25,1404.0,19.5,0.0,0.0,5184,72,0,0,20.0
1,122.0,4,86.0,2226,16.5,72,1,0,0,14884.0,488.0,10492.0,271572.0,2013.0,8784.0,122.0,0.0,0.0,16,344.0,8904,66.0,288,4,0,0,7396.0,191436.0,1419.0,6192.0,86.0,0.0,0.0,4955076,36729.0,160272,2226,0,0,272.25,1188.0,16.5,0.0,0.0,5184,72,0,0,21.0
1,350.0,8,165.0,4274,12.0,72,1,0,0,122500.0,2800.0,57750.0,1495900.0,4200.0,25200.0,350.0,0.0,0.0,64,1320.0,34192,96.0,576,8,0,0,27225.0,705210.0,1980.0,11880.0,165.0,0.0,0.0,18267076,51288.0,307728,4274,0,0,144.0,864.0,12.0,0.0,0.0,5184,72,0,0,13.0
1,400.0,8,175.0,4385,12.0,72,1,0,0,160000.0,3200.0,70000.0,1754000.0,4800.0,28800.0,400.0,0.0,0.0,64,1400.0,35080,96.0,576,8,0,0,30625.0,767375.0,2100.0,12600.0,175.0,0.0,0.0,19228225,52620.0,315720,4385,0,0,144.0,864.0,12.0,0.0,0.0,5184,72,0,0,14.0
1,318.0,8,150.0,4135,13.5,72,1,0,0,101124.0,2544.0,47700.0,1314930.0,4293.0,22896.0,318.0,0.0,0.0,64,1200.0,33080,108.0,576,8,0,0,22500.0,620250.0,2025.0,10800.0,150.0,0.0,0.0,17098225,55822.5,297720,4135,0,0,182.25,972.0,13.5,0.0,0.0,5184,72,0,0,15.0
1,351.0,8,153.0,4129,13.0,72,1,0,0,123201.0,2808.0,53703.0,1449279.0,4563.0,25272.0,351.0,0.0,0.0,64,1224.0,33032,104.0,576,8,0,0,23409.0,631737.0,1989.0,11016.0,153.0,0.0,0.0,17048641,53677.0,297288,4129,0,0,169.0,936.0,13.0,0.0,0.0,5184,72,0,0,14.0
1,304.0,8,150.0,3672,11.5,72,1,0,0,92416.0,2432.0,45600.0,1116288.0,3496.0,21888.0,304.0,0.0,0.0,64,1200.0,29376,92.0,576,8,0,0,22500.0,550800.0,1725.0,10800.0,150.0,0.0,0.0,13483584,42228.0,264384,3672,0,0,132.25,828.0,11.5,0.0,0.0,5184,72,0,0,17.0
1,429.0,8,208.0,4633,11.0,72,1,0,0,184041.0,3432.0,89232.0,1987557.0,4719.0,30888.0,429.0,0.0,0.0,64,1664.0,37064,88.0,576,8,0,0,43264.0,963664.0,2288.0,14976.0,208.0,0.0,0.0,21464689,50963.0,333576,4633,0,0,121.0,792.0,11.0,0.0,0.0,5184,72,0,0,11.0
1,350.0,8,155.0,4502,13.5,72,1,0,0,122500.0,2800.0,54250.0,1575700.0,4725.0,25200.0,350.0,0.0,0.0,64,1240.0,36016,108.0,576,8,0,0,24025.0,697810.0,2092.5,11160.0,155.0,0.0,0.0,20268004,60777.0,324144,4502,0,0,182.25,972.0,13.5,0.0,0.0,5184,72,0,0,13.0
1,350.0,8,160.0,4456,13.5,72,1,0,0,122500.0,2800.0,56000.0,1559600.0,4725.0,25200.0,350.0,0.0,0.0,64,1280.0,35648,108.0,576,8,0,0,25600.0,712960.0,2160.0,11520.0,160.0,0.0,0.0,19855936,60156.0,320832,4456,0,0,182.25,972.0,13.5,0.0,0.0,5184,72,0,0,12.0
1,400.0,8,190.0,4422,12.5,72,1,0,0,160000.0,3200.0,76000.0,1768800.0,5000.0,28800.0,400.0,0.0,0.0,64,1520.0,35376,100.0,576,8,0,0,36100.0,840180.0,2375.0,13680.0,190.0,0.0,0.0,19554084,55275.0,318384,4422,0,0,156.25,900.0,12.5,0.0,0.0,5184,72,0,0,13.0
1,70.0,3,97.0,2330,13.5,72,0,0,1,4900.0,210.0,6790.0,163100.0,945.0,5040.0,0.0,0.0,70.0,9,291.0,6990,40.5,216,0,0,3,9409.0,226010.0,1309.5,6984.0,0.0,0.0,97.0,5428900,31455.0,167760,0,0,2330,182.25,972.0,0.0,0.0,13.5,5184,0,0,72,19.0
1,304.0,8,150.0,3892,12.5,72,1,0,0,92416.0,2432.0,45600.0,1183168.0,3800.0,21888.0,304.0,0.0,0.0,64,1200.0,31136,100.0,576,8,0,0,22500.0,583800.0,1875.0,10800.0,150.0,0.0,0.0,15147664,48650.0,280224,3892,0,0,156.25,900.0,12.5,0.0,0.0,5184,72,0,0,15.0
1,307.0,8,130.0,4098,14.0,72,1,0,0,94249.0,2456.0,39910.0,1258086.0,4298.0,22104.0,307.0,0.0,0.0,64,1040.0,32784,112.0,576,8,0,0,16900.0,532740.0,1820.0,9360.0,130.0,0.0,0.0,16793604,57372.0,295056,4098,0,0,196.0,1008.0,14.0,0.0,0.0,5184,72,0,0,13.0
1,302.0,8,140.0,4294,16.0,72,1,0,0,91204.0,2416.0,42280.0,1296788.0,4832.0,21744.0,302.0,0.0,0.0,64,1120.0,34352,128.0,576,8,0,0,19600.0,601160.0,2240.0,10080.0,140.0,0.0,0.0,18438436,68704.0,309168,4294,0,0,256.0,1152.0,16.0,0.0,0.0,5184,72,0,0,13.0
1,318.0,8,150.0,4077,14.0,72,1,0,0,101124.0,2544.0,47700.0,1296486.0,4452.0,22896.0,318.0,0.0,0.0,64,1200.0,32616,112.0,576,8,0,0,22500.0,611550.0,2100.0,10800.0,150.0,0.0,0.0,16621929,57078.0,293544,4077,0,0,196.0,1008.0,14.0,0.0,0.0,5184,72,0,0,14.0
